wtime,taskid
372,ccc6e3cb-d242-4e67-8d86-f6b64a726e27
86,ccc6e46d-ecbe-47d8-b46d-53c59ad2ce19
375,ccc6e9f6-6f3c-4966-9853-7be89221e231
223,ccc6e774-42a7-4abd-b773-ae60f625752c
124,ccc6ed71-9bd5-467d-a95f-f8b2fee4ad15
323,ccc6ec91-0c74-4e5e-b915-e9ae40fa6dd0
137,ccc6e8c0-dea8-47fd-82f0-2115d46a8b1a
182,ccc6ec57-6e17-48a5-a4e3-d34d3fcb2c10
618,ccc6eeb8-6ed3-49a6-9345-75ee663258d0
585,ccc6e4e8-951e-4488-9f0c-a54874ba768f
78,ccc6e510-7a8a-46bc-9667-c57335db489f
37,ccc6e4d8-0413-4102-8cbf-48f630e8d50d
277,ccc6e907-ff50-46f7-96fb-e68617817951
58,ccc6ef24-ddc5-41f3-a7d1-e9655739f128
160,ccc6e049-5ed7-49ee-89ab-c1d146eba5b1
358,ccc6eb45-a741-4222-a874-fa7de82fe671
354,ccc6e98f-b686-4586-93c2-97dcc2b2478b
368,ccc6ea2e-8ec0-4fb8-bb38-3150b29ecc28
234,ccc6e69f-26be-488f-9f31-1f5dc7bcfae6
70,ccc6eaab-e165-4878-a8fe-213d5fc6809b
434,ccc6ed80-3e87-4670-bebb-fa7db884ab8f
328,ccc6e6d0-e718-477c-b353-649a5fe34d00
557,ccc6e9ba-0dd7-4571-b0e4-27dea688b538
259,ccc6eb98-2446-4679-a5e1-d7eb683112a3
396,ccc6e07d-26a9-4972-a58f-dc0eadfd7ec1
122,ccc6e4d1-0c1b-4ba8-bfd4-704b3eeeaa60
573,ccc6e163-9061-47d8-8dc2-a2db1e8d3557
196,ccc6e9e5-111d-41c4-bf5b-5458978ef553
249,ccc6e83b-56f0-406f-b592-917e71fdf88e
76,ccc6e5b5-e7fa-4218-a72c-ab09307d6981
108,ccc6e470-082d-43a5-bd5c-d6319a2ce193
403,ccc6e6e8-6df9-445b-832f-e604f005e005
199,ccc6e0d8-c984-4d0f-a8cb-efaabe83b675
342,ccc6e907-ae8d-4dbe-a0fa-ffc211cd07db
368,ccc6efae-664c-4a43-b7df-1150bcc86fcd
350,ccc6ee11-869c-41d6-9523-018208a74dcf
199,ccc6ea3f-4748-427a-ab9f-6f87c3321e13
40,ccc6e065-6e61-4698-8b69-80bac20b8533
61,ccc6e977-0355-4bd7-8099-d30e6cdba6d5
390,ccc6ea76-7a0b-42d4-a4a9-f48ee78c7f8f
439,ccc6e45f-8469-489d-a057-5b6ba43ab481
170,ccc6e62b-2239-491c-9e0a-b3b1c74bfd60
197,ccc6e9e7-01af-48b5-8d7f-bad74bd2d2ad
142,ccc6e7fc-8f68-423e-9941-dd57ecc776df
347,ccc6e843-86dc-4dd3-ae92-b6c6dd3a93b9
139,ccc6ed42-b066-4490-9b64-42e47af1a0eb
164,ccc6e954-1242-445c-91f3-cd3232fb1f05
15,ccc6ebb5-53d2-43aa-a0bf-16e01bdfe044
165,ccc6e8e6-8b34-4244-bc4e-008a89ff2e3e
34,ccc6e846-803f-4fa1-b555-323863cf5914
16,ccc6e847-2728-4422-829f-156d697c3142
253,ccc6eeb4-17dd-4574-a8cf-bab4fc1950db
97,ccc6ea0b-e614-435d-8b19-8ffb53d13b5c
583,ccc6e8b2-4c10-442e-9bda-aa08e394a312
165,ccc6e31e-1362-4a34-af45-237a600fcd52
504,ccc6ef58-122e-4750-bfa0-999eea8097e1
312,ccc6e4c3-0f4c-4136-9f1d-3e6da90493e7
171,ccc6e6b3-3a87-449d-8360-5e0f1c2c58d8
22,ccc6ee6a-5ed4-46da-bafd-659276da854f
122,ccc6e02b-5096-4447-a444-d03274a98f03
124,ccc6ef64-5f89-47d7-9092-091c45a8f599
371,ccc6e3f1-e229-40e6-b26e-abacf595ccce
248,ccc6e681-8f61-4e7a-8eb8-04e96e0392ee
566,ccc6ed5e-e9c0-4e7a-bc19-a49fa188f376
99,ccc6ee1a-a96d-43ad-a1f8-ba94338719ef
250,ccc6ef18-c0ad-48bc-b468-9986d7ab8119
564,ccc6ec85-2156-4ab1-99ff-04306d6d660a
274,ccc6e8a8-4b9d-4bb3-b1b8-47ab60231f97
96,ccc6e1dc-eec6-49eb-9f33-4d776067be3d
61,ccc6e32b-ee5a-4b99-8270-774d102d2a46
39,ccc6e44e-5272-441d-822c-15191644d8cb
171,ccc6ecaa-f5f4-4424-b50f-2a05616779c9
91,ccc6e0f3-9510-45d4-8cd9-a604aa80e3f1
530,ccc6e06b-77f2-4cdf-9642-9982c7f8fd7b
195,ccc6e1a7-93da-4a81-9e5d-5281f2aae36e
408,ccc6e4c8-36e3-415b-a220-07dde524e1ba
585,ccc6e839-cb74-4353-9252-35cdd1e78813
582,ccc6ebd8-15f0-4718-b968-ef3f602aa7b7
24,ccc6ee91-83cc-4b0f-b83e-d23ed26a0ab9
403,ccc6e93a-737b-484f-b2b3-a64e004cce8b
470,ccc6e515-21bc-4c10-adf1-4a6b49a68be9
577,ccc6e96e-fe8f-4f1c-8350-0c05a4064576
376,ccc6eea1-4195-494f-b5a1-8671dfd61bf4
589,ccc6efb1-c730-448d-90b7-86f57e4c8d27
313,ccc6e669-e0d8-4d15-8609-3f817a2b50d3
295,ccc6eb67-4c30-4258-9b4e-13b5af297881
862,ccc6e538-bcd8-4e52-a1e2-b7d2a2fc981f
151,ccc6e1f9-3b90-4593-ac52-42366cc90a40
298,ccc6e13e-7ddc-4b5c-87f1-3371408b6a1d
33,ccc6ef18-29d5-468a-89ac-e5c25781ca37
306,ccc6ecf7-e509-40e1-894d-341b02a48fab
37,ccc6e0c6-980a-4cb2-8dd3-0eeaf56d2b4d
585,ccc6ee77-483e-44b2-8a8a-cac24bd25f74
243,ccc6ee9d-3c0c-4dfa-9608-508d7c8a09dc
589,ccc6e6da-eff2-47c0-b5cf-c9c9ab750da8
576,ccc6e9c7-0c7b-4496-993a-1bb75f29c256
83,ccc6ea4e-0dd4-4804-bb14-3e0b6bd0c439
255,ccc6e900-9930-44e7-8783-992d01a982df
50,ccc6eae4-3d76-4e8b-adc3-fd6689abb314
104,ccc6ec4a-298f-4583-85c1-bc443d46ce3d
146,ccc6ed64-a9bb-4248-ad6d-24f85376f69d
339,ccc6e0c3-9f4d-4e62-93e3-3c268449843e
40,ccc6e4e5-b0c2-44d4-9b5f-dc3eb3985d72
586,ccc6e851-d025-4dd4-b88b-55ac303012c2
164,ccc6e34b-1f9b-494a-9350-a3213cc01a07
210,ccc6eaaf-c2d2-4148-964c-44aaa1e0fd2e
444,ccc6e355-0fd5-4ced-b82a-4ba4e414803f
193,ccc6e728-f378-46b8-8697-eabb55e45843
79,ccc6e3b0-90c0-410e-b677-136721e5299b
403,ccc6e69f-b280-4dc7-bd42-5e73ff848d99
174,ccc6e304-75fe-41c7-bb5d-ccdec357795b
445,ccc6ef7a-08bc-4f2d-b9cf-3af0b8a7d544
558,ccc6e6fb-a17e-4b9d-8caa-8d8b4bcdffc2
574,ccc6eb22-4b04-42fe-9c90-001616d53545
16,ccc6e6ac-2e87-49d9-ba64-7808b5d9761d
592,ccc6e428-05d0-41db-a6d9-9d75ab39f431
392,ccc6e98e-1da8-4115-8ffb-4b963219d1c5
19,ccc6e76b-2f64-4557-8948-a7ec1d6ccde7
70,ccc6e20c-f6aa-4c8f-a4e8-fb6729fe6c33
41,ccc6ecf3-6caa-48eb-bb79-e6bccad697ff
268,ccc6e304-4d50-4ec5-8c12-df8833d914cb
772,ccc6ec39-c9e8-45c1-b1d0-8a4956d4926a
55,ccc6e4fc-6172-4926-93b3-d955e7172ee5
398,ccc6e67d-7efa-4bcd-8935-f10059180658
408,ccc6e11d-4824-4c05-910e-f1db07d47c86
111,ccc6ed12-0482-4c8a-a863-d34d3d39d902
196,ccc6ec65-be6e-4dc7-bb07-9e5b9f738a58
39,ccc6ea61-c263-4dfa-9e5f-f127ab456b91
236,ccc6e270-78de-44ea-b4ce-6a70a9cf1773
239,ccc6e1c9-6adb-42f0-97bf-72a8a89a356b
64,ccc6e7aa-016e-4f08-a0f3-cdfe366224e7
114,ccc6e772-98bc-4dda-95c9-1793d53c8516
306,ccc6e4fe-71b7-4854-91f8-777b5872f932
369,ccc6eeca-6eac-4bbb-a38d-6bc4ea429805
74,ccc6e4cc-3777-4dcb-a556-b89e5f19b6e6
280,ccc6ea8e-4b4d-4ca6-9059-f1dba8937757
580,ccc6e850-8637-4a38-968d-904f90067f43
160,ccc6e224-9d6a-4d28-b52d-0d24e6746ed6
434,ccc6ec72-d172-468f-93aa-95d06c4dd4d7
152,ccc6e633-f560-49dc-9d12-ede978c06fa9
222,ccc6e5af-703c-49b6-aa26-d8c7b2ed8e57
306,ccc6e043-cd78-4555-8c5f-7ffb9ff82c13
70,ccc6e07a-dfba-4113-91e1-a92c8c3d4b7f
572,ccc6e2f7-4a75-4727-b601-c64eee547cee
183,ccc6e0f4-9b4d-436d-9c5b-93e70c124d93
69,ccc6eefc-fc84-409a-a375-198b2f171215
165,ccc6e36b-0e27-4a58-9d9b-3d4f4717abe3
315,ccc6ed60-722d-41c0-8d17-5c20dd95a159
240,ccc6ef44-bf49-4385-b197-e5512190ce49
591,ccc6ed33-8078-4037-bb6e-de503a3abb26
461,ccc6e494-2f1f-4641-8685-6687c8fc1949
457,ccc6e343-4f3e-4973-85b9-d24f58da6dfc
349,ccc6e7b0-bf06-4c32-afd4-edb176735623
794,ccc6e40f-ac9e-49f4-97d4-e76bd40eafc0
425,ccc6e904-49ac-40f7-af2a-4c6bdee36459
426,ccc6e9b6-bb6f-47e7-9966-b60246ce2e23
41,ccc6e626-4997-4a34-ad2b-98e18cffdf9b
124,ccc6e39c-8a75-457d-bd87-5530e1d68a5e
114,ccc6ee43-afbd-4100-98cc-8134c1e95be9
129,ccc6eca5-0f29-49a1-a71c-d87c3adc3585
82,ccc6eaf6-a0c0-44b6-8be1-1fc00c8d6bab
139,ccc6ee7c-a622-4394-9fa6-e691c8cc7184
204,ccc6ee29-17e1-4f95-aad2-8e1e07b516a6
125,ccc6e5a1-f80b-43cd-b64f-152145064c8b
550,ccc6eba7-79ec-4ada-a9fe-60c7d599fc12
582,ccc6e169-5ee9-44ac-9c03-497667e1de93
324,ccc6e64a-3f0b-4a7a-9d1b-d3fa35efcd56
592,ccc6eaab-d289-45bf-95ff-3dd0a0c9c7c9
93,ccc6e615-ab01-4829-bb62-9f70800ec583
214,ccc6e39a-14da-4f68-a2d3-671489d76876
229,ccc6e39a-14da-4f68-a2d3-671489d76876
306,ccc6e3c9-7225-4da5-8277-c45dbdf9e35b
396,ccc6ef35-5b1e-4b90-b757-f87f972fa527
253,ccc6e0de-ef1d-4761-8d0d-349cf40604e9
578,ccc6eebc-4f49-407d-ac80-646ae8534d6f
149,ccc6e6f3-ad8c-4e10-a917-ae6248357926
802,ccc6e6a8-684d-4896-ac15-7c8b09f60a9b
365,ccc6ee0c-a586-418b-8811-cc61685061de
54,89dd584b-edab-470a-a706-6bbc0af970bd
129,ccc6e045-4a54-42b0-9eb9-5b1342d3e330
340,ccc6ef9a-a491-4ff1-86f5-8e5000ba31d7
364,ccc6ef17-8fe9-4946-8c3d-f2cc5c131b13
126,ccc6e8f6-aae3-460e-ae22-f9412bfa706d
66,ccc6e865-a61c-4f4b-8b0f-9155804a7157
200,ccc6ecd4-8e96-4c06-a22b-632b58d1b33e
188,ccc6e089-3b31-4456-8167-b298ce39453b
403,ccc6e4c5-9151-43d6-aedd-1b7b945519de
430,ccc6ee45-13ed-48ae-a944-b0aa0e15f6b0
320,ccc6e39e-3396-4085-a4c6-eb6afdd87f8d
590,ccc6ea0b-1f2c-4834-b194-71bfc25ca1a2
103,ccc6e3b4-e6be-43fe-a002-dd4f63725bb0
578,ccc6e58d-663e-4f76-9b54-a06bcbe41816
370,ccc6e788-65bf-4adf-9b82-d43a319232cf
21,ccc6eb37-9f3c-46ab-918d-8c1dfaee5b1f
25,ccc6efd5-bcfe-4fa9-9eb5-68d2f25b1988
254,ccc6e731-e046-4c0e-ab68-3ce6daa93e12
570,ccc6eec2-a963-425f-ace8-3876d87904e3
393,ccc6e110-d00d-492a-961b-835571c5aa2c
105,ccc6eda2-a47b-4d01-9b21-9035a524a3c1
231,ccc6ec3b-f78c-45c3-bb93-ae9fcbbcacd2
159,ccc6e125-837e-4d83-8681-3eb2e2d46d75
582,ccc6ed64-cadb-465e-b073-7b83be330e5d
272,ccc6e341-2e65-4477-b412-bb13f1190e15
575,ccc6e44e-79d8-4f3a-aa65-45e442005228
303,569fcbad-cb37-41b0-8371-9a32c281da63
109,ccc6e062-0bd2-406c-a013-9857ce78c931
577,ccc6e3cc-2417-4e48-aa0b-4cdfd6accbed
108,ccc6efc8-2faf-4fa6-9286-a95ab255d51b
396,ccc6e372-b2f6-4029-b06f-e6f0e4054a0f
222,ccc6e56a-97a9-4af1-b3ee-528363cf969e
324,8e2b2acf-3e57-4243-9223-eb5223cf582e
